job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI01619,Data Scientist,30127,USD,EN,Part-time,Australia,L,Switzerland,0,"NLP, AWS, Hadoop, Computer Vision, Kubernetes",Bachelor,1,Real Estate,2025-04-27,2025-05-15,1401,7.4,Quantum Computing Inc
AI01620,NLP Engineer,30677,USD,EN,Full-time,India,M,Australia,100,"Python, AWS, Deep Learning, Azure",Bachelor,5,Automotive,2024-01-04,2024-03-05,1124,8.1,Cognitive Computing
AI01621,Robotics Engineer,61427,GBP,EN,Full-time,Singapore,L,United Kingdom,0,"MLOps, Java, AWS, R, Git",PhD,1,Consulting,2025-02-07,2025-03-07,1489,5.6,Quantum Computing Inc
AI01622,AI Software Engineer,96273,EUR,MI,Freelance,United States,M,France,0,"Tableau, Scala, PyTorch",Master,3,Healthcare,2024-11-03,2024-11-23,617,7.5,AI Innovations
AI01623,ML Ops Engineer,21694,USD,EN,Full-time,United States,S,Ireland,0,"SQL, NLP, Docker",Bachelor,9,Transportation,2024-11-19,2025-01-06,2051,9.2,Neural Networks Co
AI01624,ML Ops Engineer,66593,USD,MI,Contract,United States,S,Netherlands,100,"R, SQL, Python, Computer Vision",Master,4,Healthcare,2024-06-17,2024-07-26,1538,7.0,TechCorp Inc
AI01625,AI Product Manager,29322,USD,EN,Full-time,India,M,South Korea,100,"Statistics, Hadoop, Mathematics, R",Associate,1,Retail,2024-10-01,2024-11-24,1116,7.8,TechCorp Inc
AI01626,AI Architect,48668,USD,EN,Full-time,United States,L,Japan,0,"Python, Git, Docker",Associate,1,Media,2024-11-22,2025-01-09,678,6.1,Advanced Robotics
AI01627,Machine Learning Engineer,36474,USD,EN,Freelance,South Korea,S,Switzerland,100,"Kubernetes, Git, Python, AWS, Spark",Master,2,Healthcare,2024-08-16,2024-08-30,904,1.6,DataVision Ltd
AI01628,Machine Learning Researcher,54847,USD,EN,Full-time,United States,M,Denmark,100,"Deep Learning, Computer Vision, Scala",PhD,1,Consulting,2025-04-30,2025-06-01,689,4.4,Algorithmic Solutions
AI01629,Computer Vision Engineer,181332,USD,SE,Freelance,India,M,Sweden,0,"TensorFlow, Java, Data Visualization, AWS",Bachelor,2,Healthcare,2025-02-19,2025-03-29,2129,4.4,Smart Analytics
AI01630,AI Consultant,49225,USD,EN,Full-time,Israel,S,India,100,"Git, PyTorch, Scala",PhD,9,Automotive,2025-03-04,2025-03-29,1321,6.6,DataVision Ltd
AI01631,NLP Engineer,22989,USD,EN,Full-time,United States,S,Finland,0,"Hadoop, Docker, SQL, Deep Learning, Spark",Bachelor,9,Transportation,2024-08-08,2024-09-04,766,4.2,Cognitive Computing
AI01632,Robotics Engineer,54680,USD,MI,Freelance,China,S,Austria,100,"Java, Deep Learning, MLOps, SQL",Master,14,Media,2025-04-01,2025-06-11,1744,8.0,AI Innovations
AI01633,Deep Learning Engineer,58305,EUR,MI,Full-time,Sweden,S,Germany,100,"Linux, Scala, TensorFlow, Spark",Master,8,Media,2024-11-27,2025-01-02,850,6.9,AI Innovations
AI01634,Principal Data Scientist,44802,GBP,EN,Full-time,United Kingdom,S,United Kingdom,100,"Azure, Scala, Kubernetes, Statistics",Master,6,Finance,2024-07-02,2024-08-07,1929,9.6,Autonomous Tech
AI01635,AI Architect,43779,GBP,EN,Full-time,Netherlands,L,United Kingdom,100,"Tableau, Python, Java, Linux, Data Visualization",Bachelor,0,Automotive,2024-02-21,2024-03-19,2242,5.4,Cloud AI Solutions
AI01636,Autonomous Systems Engineer,95060,USD,MI,Contract,France,S,Ireland,50,"Scala, Git, SQL, Statistics, Computer Vision",PhD,7,Transportation,2024-10-12,2024-12-10,1326,6.5,Cloud AI Solutions
AI01637,AI Product Manager,120280,USD,MI,Full-time,United Kingdom,L,United States,0,"Linux, Mathematics, AWS",Master,0,Manufacturing,2024-01-15,2024-03-01,1536,8.3,Quantum Computing Inc
AI01638,AI Architect,28022,EUR,EN,Contract,South Korea,S,France,100,"AWS, Python, Computer Vision, Kubernetes, Data Visualization",Associate,2,Consulting,2025-02-04,2025-03-09,625,6.1,Future Systems
AI01639,Research Scientist,172296,USD,SE,Full-time,South Korea,S,Ireland,100,"SQL, TensorFlow, Computer Vision, Hadoop",Master,17,Media,2025-04-01,2025-06-13,2124,6.5,Quantum Computing Inc
AI01640,Machine Learning Researcher,73166,USD,MI,Full-time,Austria,S,India,100,"Python, GCP, Data Visualization, Git, Tableau",Bachelor,9,Consulting,2024-07-05,2024-09-05,1985,7.2,Algorithmic Solutions
AI01641,Principal Data Scientist,24287,USD,EN,Full-time,United Kingdom,M,Israel,50,"Statistics, Python, PyTorch, Linux",Associate,3,Media,2025-02-02,2025-02-20,2483,7.2,Future Systems
AI01642,Machine Learning Researcher,59390,USD,MI,Full-time,United States,S,China,0,"Spark, Scala, Tableau",Associate,0,Consulting,2025-03-19,2025-05-22,2456,8.8,TechCorp Inc
AI01643,Data Analyst,89321,USD,MI,Full-time,United States,M,India,100,"Kubernetes, Docker, Tableau, GCP, AWS",Associate,5,Healthcare,2024-10-26,2024-11-27,598,7.4,TechCorp Inc
AI01644,Robotics Engineer,24918,EUR,EN,Full-time,France,S,Israel,100,"SQL, NLP, Python",Bachelor,5,Education,2024-08-28,2024-09-14,811,5.9,Autonomous Tech
AI01645,AI Consultant,51588,USD,MI,Full-time,United States,S,Australia,0,"Python, Linux, Git, Statistics",Associate,0,Real Estate,2024-06-13,2024-08-03,1672,6.3,Algorithmic Solutions
AI01646,AI Software Engineer,21032,USD,EN,Part-time,India,S,Australia,0,"Spark, Statistics, Hadoop, SQL, Linux",Bachelor,4,Finance,2024-04-27,2024-06-15,2164,6.4,Cognitive Computing
AI01647,AI Product Manager,63600,USD,MI,Freelance,United States,S,South Korea,0,"GCP, PyTorch, MLOps, Linux",PhD,1,Consulting,2024-11-28,2024-12-31,1312,6.1,Digital Transformation LLC
AI01648,Principal Data Scientist,38553,USD,EN,Freelance,Germany,M,Ireland,0,"Docker, NLP, Azure",Bachelor,1,Education,2024-07-26,2024-08-09,2423,8.1,Digital Transformation LLC
AI01649,AI Specialist,249217,USD,SE,Part-time,India,L,Finland,100,"MLOps, Computer Vision, Hadoop",PhD,1,Consulting,2024-10-22,2024-11-24,2112,6.8,Smart Analytics
AI01650,Machine Learning Engineer,266163,USD,SE,Full-time,Sweden,L,Finland,0,"Azure, Spark, Java, TensorFlow, PyTorch",PhD,1,Healthcare,2024-11-14,2024-12-17,2187,5.7,Predictive Systems
AI01651,AI Research Scientist,87467,EUR,MI,Freelance,Germany,M,France,50,"Linux, Tableau, Docker, GCP",Bachelor,3,Gaming,2024-07-28,2024-09-05,1049,3.6,Predictive Systems
AI01652,AI Specialist,26073,USD,EN,Part-time,Canada,S,Switzerland,0,"GCP, Spark, Statistics, Python",PhD,0,Healthcare,2024-06-28,2024-08-06,755,7.3,TechCorp Inc
AI01653,Deep Learning Engineer,96417,USD,MI,Part-time,United States,L,Austria,0,"Deep Learning, R, Git",Bachelor,2,Transportation,2024-01-14,2024-02-05,985,4.1,Digital Transformation LLC
AI01654,AI Product Manager,143799,USD,SE,Full-time,United Kingdom,S,India,50,"Git, Python, Tableau, GCP",Associate,17,Government,2025-02-22,2025-04-23,2371,4.7,AI Innovations
AI01655,Research Scientist,74903,USD,MI,Contract,Israel,L,Israel,0,"Tableau, Deep Learning, Scala, MLOps, SQL",Master,1,Telecommunications,2025-01-31,2025-02-27,1964,6.7,Predictive Systems
AI01656,Robotics Engineer,61419,USD,MI,Contract,United States,S,Germany,0,"Linux, TensorFlow, GCP, Scala",Bachelor,18,Real Estate,2024-07-10,2024-08-27,1072,6.0,TechCorp Inc
AI01657,Data Engineer,90411,USD,MI,Full-time,Singapore,M,Israel,50,"GCP, MLOps, PyTorch",PhD,0,Real Estate,2025-03-08,2025-04-07,2174,9.4,Cognitive Computing
AI01658,AI Product Manager,40189,USD,EN,Freelance,Sweden,M,United Kingdom,0,"Git, Computer Vision, Azure, Java, Tableau",Associate,3,Government,2024-06-24,2024-07-19,2006,8.9,Algorithmic Solutions
AI01659,AI Specialist,26198,USD,EN,Full-time,China,M,Canada,100,"Java, TensorFlow, SQL, Mathematics, Tableau",Associate,0,Energy,2024-05-30,2024-06-29,1712,6.2,Digital Transformation LLC
AI01660,AI Research Scientist,23254,EUR,EN,Full-time,India,S,Germany,50,"Computer Vision, Git, Tableau",Master,13,Education,2024-08-03,2024-08-28,1585,6.3,Future Systems
AI01661,NLP Engineer,72071,USD,MI,Full-time,United States,M,Japan,0,"Scala, MLOps, GCP, Statistics, Java",Master,0,Education,2024-11-20,2025-02-01,1387,6.4,DataVision Ltd
AI01662,Machine Learning Researcher,67779,GBP,MI,Full-time,Japan,S,United Kingdom,100,"Java, Data Visualization, Mathematics, R, Docker",PhD,8,Consulting,2024-09-22,2024-10-09,2084,5.1,Machine Intelligence Group
AI01663,AI Consultant,56443,EUR,MI,Full-time,Japan,S,France,100,"Scala, Python, Linux, GCP, NLP",Bachelor,12,Finance,2025-02-05,2025-03-06,2340,4.0,Digital Transformation LLC
AI01664,Data Engineer,25095,EUR,EN,Freelance,South Korea,S,France,0,"Java, Linux, Deep Learning, SQL, Git",Bachelor,0,Government,2025-02-17,2025-04-22,667,5.6,AI Innovations
AI01665,Robotics Engineer,204588,GBP,SE,Full-time,United Kingdom,M,United Kingdom,0,"Tableau, Docker, Hadoop, Azure, R",PhD,11,Finance,2024-12-01,2024-12-19,806,9.3,DataVision Ltd
AI01666,AI Product Manager,44897,USD,EN,Full-time,United States,L,Norway,50,"Git, Java, PyTorch",Bachelor,15,Real Estate,2025-03-19,2025-05-12,854,4.6,Smart Analytics
AI01667,AI Software Engineer,46003,EUR,EN,Freelance,Germany,M,Austria,100,"Deep Learning, Scala, Data Visualization",PhD,16,Healthcare,2024-02-24,2024-03-23,1366,6.3,Digital Transformation LLC
AI01668,Computer Vision Engineer,31521,USD,EN,Full-time,Ireland,M,China,0,"Data Visualization, Computer Vision, R, Tableau",Bachelor,4,Telecommunications,2024-02-02,2024-04-09,1575,8.6,Future Systems
AI01669,NLP Engineer,155825,USD,SE,Full-time,India,L,Singapore,100,"Statistics, Hadoop, GCP",Associate,1,Telecommunications,2024-12-02,2025-01-05,704,5.6,Machine Intelligence Group
AI01670,Data Scientist,256770,USD,SE,Contract,Sweden,L,Singapore,0,"TensorFlow, Docker, GCP",PhD,7,Automotive,2025-01-15,2025-02-13,2286,7.1,DeepTech Ventures
AI01671,ML Ops Engineer,61027,USD,MI,Full-time,United States,S,China,100,"Python, TensorFlow, Statistics, Deep Learning, Data Visualization",Bachelor,0,Gaming,2024-10-02,2024-11-06,1242,7.1,Advanced Robotics
AI01672,Robotics Engineer,132910,USD,SE,Full-time,Ireland,M,Denmark,100,"GCP, Linux, Computer Vision, Tableau",Master,19,Telecommunications,2024-07-08,2024-08-24,1427,5.3,Digital Transformation LLC
AI01673,Data Scientist,30777,USD,EN,Full-time,Canada,M,South Korea,0,"Spark, Hadoop, SQL, Git, Docker",Associate,0,Consulting,2024-06-08,2024-07-08,1647,7.8,Digital Transformation LLC
AI01674,AI Architect,68791,USD,MI,Full-time,Germany,L,Australia,100,"Linux, SQL, Computer Vision",Master,7,Automotive,2025-02-28,2025-04-11,603,7.9,DataVision Ltd
AI01675,Head of AI,35639,USD,EN,Full-time,Sweden,M,Australia,0,"Java, Data Visualization, MLOps",PhD,11,Real Estate,2025-01-19,2025-02-16,2419,7.1,TechCorp Inc
AI01676,Robotics Engineer,64887,USD,MI,Part-time,China,M,China,100,"TensorFlow, SQL, Tableau, NLP, AWS",Master,0,Transportation,2024-04-16,2024-06-13,961,7.7,AI Innovations
AI01677,Research Scientist,34134,EUR,EN,Freelance,South Korea,M,Canada,0,"PyTorch, Linux, Java",Bachelor,5,Technology,2024-03-01,2024-04-29,2485,7.4,Predictive Systems
AI01678,Autonomous Systems Engineer,34803,EUR,EN,Contract,India,S,France,0,"MLOps, PyTorch, Azure",Associate,1,Manufacturing,2024-08-29,2024-11-06,912,5.2,TechCorp Inc
AI01679,Data Analyst,49326,USD,EN,Contract,India,L,Norway,100,"R, Azure, PyTorch",PhD,19,Manufacturing,2024-04-27,2024-06-11,1627,6.0,Cloud AI Solutions
AI01680,Data Scientist,39157,USD,EN,Contract,Netherlands,M,United States,0,"Spark, Azure, Data Visualization, Scala, Statistics",Bachelor,7,Retail,2024-05-02,2024-07-06,943,6.2,Smart Analytics
AI01681,Principal Data Scientist,40538,USD,EN,Full-time,Singapore,M,United States,100,"Scala, Deep Learning, MLOps, Linux, Tableau",PhD,2,Government,2024-12-16,2025-01-24,1915,4.4,DataVision Ltd
AI01682,AI Research Scientist,57707,USD,MI,Contract,Japan,S,United Kingdom,100,"Java, Python, TensorFlow, AWS",Bachelor,0,Education,2024-12-13,2024-12-31,1436,4.7,Neural Networks Co
AI01683,Robotics Engineer,22998,USD,EN,Freelance,Australia,M,Australia,0,"PyTorch, Scala, Data Visualization, GCP",Associate,18,Healthcare,2024-12-08,2025-01-09,993,9.4,AI Innovations
AI01684,Autonomous Systems Engineer,23470,USD,EN,Freelance,France,S,Finland,100,"Linux, Data Visualization, Java",Associate,15,Media,2024-03-17,2024-05-09,1023,6.6,TechCorp Inc
AI01685,Data Scientist,64042,USD,MI,Full-time,Singapore,M,Austria,0,"Kubernetes, Linux, TensorFlow, Azure, Scala",Associate,9,Manufacturing,2024-01-28,2024-03-25,2421,6.8,Cognitive Computing
AI01686,ML Ops Engineer,136990,USD,MI,Full-time,United Kingdom,L,Canada,100,"AWS, NLP, R, Computer Vision, Spark",Master,4,Transportation,2025-01-14,2025-03-11,1253,3.5,AI Innovations
AI01687,AI Architect,21544,USD,EN,Full-time,India,M,Israel,50,"PyTorch, Java, Kubernetes, Statistics, MLOps",Associate,0,Technology,2024-01-22,2024-02-16,847,7.8,Neural Networks Co
AI01688,AI Software Engineer,197893,USD,SE,Full-time,India,M,Austria,100,"Kubernetes, Statistics, NLP",PhD,4,Media,2024-08-28,2024-11-05,2054,3.5,Smart Analytics
AI01689,AI Product Manager,143889,GBP,SE,Freelance,Switzerland,M,United Kingdom,0,"Hadoop, Data Visualization, SQL, Statistics, NLP",Master,6,Telecommunications,2024-08-19,2024-09-08,2199,8.8,Cognitive Computing
AI01690,Machine Learning Researcher,38724,EUR,EN,Contract,India,M,Germany,0,"PyTorch, Git, Kubernetes, Spark",Master,8,Real Estate,2025-02-11,2025-04-22,1137,8.7,Quantum Computing Inc
AI01691,AI Consultant,106311,USD,MI,Contract,France,L,Canada,100,"Python, Java, Data Visualization, Tableau, MLOps",PhD,4,Healthcare,2025-04-16,2025-05-20,1383,6.2,Smart Analytics
AI01692,Machine Learning Researcher,198433,USD,SE,Full-time,Canada,M,Japan,100,"GCP, Spark, Computer Vision, NLP, Tableau",Master,13,Gaming,2025-02-22,2025-04-19,2316,6.6,Neural Networks Co
AI01693,Machine Learning Engineer,29998,USD,EN,Full-time,Australia,S,United Kingdom,100,"Azure, Python, Data Visualization, TensorFlow, NLP",Bachelor,2,Healthcare,2024-11-27,2025-01-30,1152,5.0,Smart Analytics
AI01694,Research Scientist,50913,USD,EN,Full-time,United Kingdom,L,Denmark,0,"Hadoop, Python, TensorFlow, Scala, Java",PhD,18,Technology,2024-03-15,2024-04-17,1191,4.1,Autonomous Tech
AI01695,Head of AI,42964,EUR,EN,Freelance,Sweden,S,United States,100,"R, Mathematics, Computer Vision, Docker",PhD,1,Telecommunications,2024-09-14,2024-10-15,1760,5.9,Neural Networks Co
AI01696,AI Architect,115369,USD,MI,Full-time,France,L,Japan,100,"Python, Spark, NLP, R",Master,3,Technology,2024-02-09,2024-03-15,748,5.1,DeepTech Ventures
AI01697,Data Analyst,28271,USD,EN,Full-time,Denmark,S,Canada,50,"Deep Learning, Kubernetes, Spark, Scala",Associate,2,Energy,2024-11-06,2024-12-10,992,5.9,Autonomous Tech
AI01698,AI Architect,45222,USD,MI,Freelance,China,S,France,100,"PyTorch, TensorFlow, Deep Learning, Tableau, GCP",Associate,11,Gaming,2024-04-20,2024-05-09,1686,7.8,Machine Intelligence Group
AI01699,Machine Learning Researcher,144641,USD,SE,Full-time,Australia,S,Japan,0,"AWS, Hadoop, Deep Learning, Python, MLOps",Associate,2,Government,2024-02-28,2024-04-07,534,5.9,DeepTech Ventures
AI01700,AI Product Manager,34463,GBP,EN,Freelance,India,S,Germany,50,"Data Visualization, SQL, Statistics, Scala",Master,1,Real Estate,2025-03-05,2025-04-30,1958,7.3,Autonomous Tech
AI01701,Autonomous Systems Engineer,191643,USD,SE,Full-time,Canada,L,Singapore,100,"Data Visualization, Kubernetes, SQL, Hadoop, Linux",Master,6,Education,2024-10-13,2024-12-21,1286,8.8,Autonomous Tech
AI01702,Principal Data Scientist,30436,EUR,EN,Part-time,United States,S,Germany,0,"Tableau, R, Python, Mathematics, NLP",Bachelor,12,Manufacturing,2025-01-17,2025-02-10,2313,6.4,Machine Intelligence Group
AI01703,Autonomous Systems Engineer,47342,USD,EN,Full-time,Netherlands,L,Israel,100,"Data Visualization, Docker, SQL, GCP, Java",Bachelor,18,Transportation,2024-01-18,2024-03-18,2302,5.1,DataVision Ltd
AI01704,AI Research Scientist,39866,USD,EN,Full-time,United States,S,Singapore,100,"TensorFlow, Computer Vision, NLP, Deep Learning",Master,11,Consulting,2024-04-23,2024-06-02,2259,7.7,AI Innovations
AI01705,Data Scientist,30591,GBP,EN,Part-time,India,S,United Kingdom,100,"Python, TensorFlow, AWS, Scala, Hadoop",PhD,0,Government,2024-01-01,2024-02-06,2063,8.4,Advanced Robotics
AI01706,Data Analyst,96059,USD,MI,Full-time,United States,L,Sweden,100,"R, SQL, GCP, Spark, Python",PhD,6,Energy,2024-06-21,2024-08-23,619,4.9,Autonomous Tech
AI01707,Computer Vision Engineer,110464,USD,MI,Full-time,India,L,Singapore,100,"Data Visualization, Python, Linux, GCP",PhD,3,Media,2024-06-28,2024-08-16,582,5.4,Quantum Computing Inc
AI01708,Principal Data Scientist,262688,USD,SE,Part-time,India,L,Singapore,100,"Tableau, Linux, Azure, Data Visualization, Java",Master,2,Retail,2024-12-02,2024-12-23,884,5.0,Machine Intelligence Group
AI01709,Data Scientist,33315,USD,EN,Freelance,India,L,India,50,"GCP, Docker, AWS, Java, Statistics",Master,9,Transportation,2024-04-09,2024-06-07,1526,10.0,Predictive Systems
AI01710,Principal Data Scientist,54864,USD,MI,Full-time,Sweden,M,India,100,"Kubernetes, Git, GCP, Python",Associate,0,Automotive,2024-12-11,2024-12-26,1093,4.7,AI Innovations
AI01711,Principal Data Scientist,209897,EUR,SE,Full-time,Germany,L,France,100,"SQL, Computer Vision, Deep Learning",Master,12,Energy,2024-10-08,2024-11-17,1992,8.4,Digital Transformation LLC
AI01712,Robotics Engineer,32677,USD,EN,Freelance,China,M,Denmark,100,"PyTorch, TensorFlow, GCP, Spark, AWS",Master,9,Energy,2024-07-24,2024-08-30,2448,4.4,Future Systems
AI01713,AI Product Manager,32461,EUR,EN,Full-time,Switzerland,L,United Kingdom,0,"Azure, Kubernetes, Mathematics, Docker, Tableau",PhD,6,Media,2024-02-05,2024-04-10,1440,6.6,Cognitive Computing
AI01714,ML Ops Engineer,35843,USD,EN,Freelance,United States,L,Finland,0,"Mathematics, MLOps, GCP, R",Bachelor,13,Government,2024-12-13,2025-01-18,955,7.1,Predictive Systems
AI01715,Data Engineer,126290,USD,SE,Contract,India,M,United States,100,"GCP, Spark, Azure, Python",Associate,4,Telecommunications,2024-04-26,2024-06-02,2209,5.9,TechCorp Inc
AI01716,AI Specialist,67538,USD,MI,Full-time,India,S,South Korea,0,"MLOps, R, Data Visualization, Scala, Docker",Bachelor,2,Automotive,2025-02-01,2025-03-19,1571,6.3,Algorithmic Solutions
AI01717,Principal Data Scientist,139077,EUR,SE,Freelance,Switzerland,S,India,0,"TensorFlow, Git, MLOps, Tableau",PhD,12,Real Estate,2025-03-06,2025-04-06,1662,5.4,Advanced Robotics
AI01718,Data Analyst,97960,EUR,MI,Full-time,Canada,M,Netherlands,100,"TensorFlow, SQL, NLP",Bachelor,5,Real Estate,2024-12-31,2025-03-14,779,3.6,Cognitive Computing
AI01719,Research Scientist,112181,GBP,MI,Full-time,China,L,Israel,100,"Spark, Python, TensorFlow, Docker",PhD,13,Education,2025-02-09,2025-04-11,610,5.7,Cognitive Computing
AI01720,Research Scientist,32419,USD,EN,Full-time,India,S,Canada,100,"Kubernetes, Computer Vision, Python",Master,1,Real Estate,2024-11-11,2025-01-06,1526,4.8,TechCorp Inc
AI01721,Research Scientist,118910,GBP,SE,Full-time,United States,S,France,0,"PyTorch, SQL, Azure, R",Bachelor,9,Energy,2024-12-16,2025-02-16,1309,3.6,Machine Intelligence Group
AI01722,AI Specialist,40950,USD,EN,Freelance,Switzerland,M,Australia,0,"Tableau, SQL, PyTorch, Deep Learning, Git",Bachelor,10,Telecommunications,2025-01-21,2025-03-05,615,5.8,Digital Transformation LLC
AI01723,Machine Learning Researcher,97319,USD,MI,Full-time,United States,M,Norway,100,"Azure, Data Visualization, TensorFlow",Bachelor,15,Real Estate,2024-02-02,2024-03-21,1231,7.1,Machine Intelligence Group
AI01724,AI Software Engineer,68131,USD,MI,Full-time,China,L,India,0,"Hadoop, PyTorch, Docker",Associate,13,Consulting,2024-11-14,2024-11-29,2124,6.4,AI Innovations
AI01725,Autonomous Systems Engineer,141566,EUR,SE,Full-time,United States,L,France,100,"Git, Scala, Python, TensorFlow, SQL",Associate,2,Media,2024-03-26,2024-04-16,2167,7.0,TechCorp Inc
AI01726,Data Analyst,42140,USD,EN,Contract,India,S,India,100,"Kubernetes, GCP, NLP, MLOps",PhD,5,Automotive,2024-01-18,2024-03-03,1247,7.8,DataVision Ltd
AI01727,Data Engineer,335790,EUR,EX,Full-time,United States,L,Netherlands,0,"R, Python, PyTorch, AWS, Kubernetes",Master,6,Education,2024-02-06,2024-03-31,2203,5.2,Autonomous Tech
AI01728,Research Scientist,293203,USD,SE,Full-time,India,L,India,100,"MLOps, GCP, Kubernetes, Linux, Hadoop",PhD,10,Consulting,2024-01-28,2024-03-29,1193,9.4,Algorithmic Solutions
AI01729,NLP Engineer,18990,EUR,EN,Contract,Singapore,S,Germany,100,"Spark, Statistics, Java",Associate,3,Automotive,2024-11-26,2025-01-19,1713,6.0,DeepTech Ventures
AI01730,Machine Learning Engineer,205258,USD,SE,Full-time,United Kingdom,L,Australia,0,"Statistics, AWS, Mathematics, Azure, TensorFlow",Bachelor,9,Real Estate,2025-03-28,2025-06-07,2392,5.7,Quantum Computing Inc
AI01731,Machine Learning Engineer,31496,USD,EN,Contract,Germany,S,Denmark,100,"Docker, Mathematics, Deep Learning, Kubernetes, TensorFlow",Associate,4,Manufacturing,2024-06-18,2024-08-16,1437,6.1,Digital Transformation LLC
AI01732,AI Research Scientist,27544,USD,EN,Part-time,Germany,M,China,100,"Data Visualization, SQL, Docker, R, Deep Learning",Master,17,Manufacturing,2025-03-10,2025-04-29,714,6.4,DataVision Ltd
AI01733,Robotics Engineer,166747,USD,SE,Freelance,Canada,S,Japan,100,"MLOps, GCP, Linux, Java",Master,12,Manufacturing,2024-03-17,2024-05-10,1736,4.6,Cognitive Computing
AI01734,Autonomous Systems Engineer,130906,EUR,MI,Full-time,France,L,France,0,"SQL, Statistics, R, Linux, Python",PhD,16,Government,2024-09-07,2024-10-04,927,4.7,Advanced Robotics
AI01735,Data Analyst,28388,EUR,EN,Full-time,Australia,S,Netherlands,0,"Python, NLP, Docker, Statistics",Master,15,Government,2024-02-26,2024-04-22,918,7.9,DataVision Ltd
AI01736,AI Consultant,25197,USD,EN,Full-time,China,M,Australia,50,"R, Linux, Docker, Kubernetes",Bachelor,0,Media,2024-09-04,2024-09-27,1570,9.2,Smart Analytics
AI01737,ML Ops Engineer,19347,USD,EN,Part-time,United States,S,Israel,0,"TensorFlow, Linux, Git, Docker, AWS",Bachelor,13,Finance,2024-07-31,2024-10-02,1325,7.3,Predictive Systems
AI01738,AI Software Engineer,170275,EUR,SE,Full-time,Germany,S,Netherlands,0,"Git, R, SQL, Computer Vision",PhD,4,Education,2024-02-19,2024-04-07,2430,6.1,DataVision Ltd
AI01739,Data Scientist,36345,GBP,EN,Full-time,Netherlands,S,United Kingdom,0,"R, PyTorch, GCP",Bachelor,7,Government,2024-06-01,2024-07-15,1641,9.6,Autonomous Tech
AI01740,ML Ops Engineer,297506,USD,EX,Full-time,United Kingdom,M,Israel,100,"Python, NLP, Mathematics, Kubernetes",Associate,1,Retail,2025-01-29,2025-04-12,1820,7.1,Algorithmic Solutions
AI01741,Data Scientist,75376,USD,MI,Freelance,Norway,S,China,100,"Hadoop, Deep Learning, Git, Python, Mathematics",Master,6,Consulting,2025-01-08,2025-02-06,1529,5.7,Machine Intelligence Group
AI01742,Research Scientist,36168,USD,EN,Full-time,South Korea,L,Austria,0,"Tableau, NLP, PyTorch, Data Visualization",Bachelor,0,Media,2024-08-03,2024-08-28,1060,7.1,Neural Networks Co
AI01743,Research Scientist,75818,USD,MI,Full-time,Canada,S,Germany,100,"Linux, Java, GCP, Computer Vision, Tableau",Master,2,Transportation,2024-12-13,2025-01-11,622,7.9,Digital Transformation LLC
AI01744,AI Consultant,28535,USD,EN,Full-time,China,S,Japan,100,"Statistics, Python, Kubernetes, Azure, AWS",Master,4,Technology,2024-07-01,2024-08-12,2316,5.5,Cloud AI Solutions
AI01745,AI Research Scientist,183243,EUR,SE,Freelance,Sweden,S,Germany,100,"Java, Python, SQL, Spark",PhD,16,Energy,2024-10-11,2024-11-19,1774,4.9,Neural Networks Co
AI01746,Data Analyst,32151,USD,EN,Full-time,Australia,S,Norway,0,"MLOps, Hadoop, Python, AWS, Tableau",Master,13,Automotive,2025-02-27,2025-05-06,760,5.2,Smart Analytics
AI01747,AI Product Manager,54534,USD,EN,Contract,Australia,M,Denmark,0,"Statistics, Git, Scala, Tableau",PhD,6,Consulting,2025-03-27,2025-04-17,1861,6.2,Smart Analytics
AI01748,Data Scientist,42000,USD,EN,Full-time,United States,L,Ireland,100,"Scala, Computer Vision, TensorFlow, Tableau",Associate,1,Finance,2024-05-24,2024-07-30,1630,5.4,DeepTech Ventures
AI01749,Autonomous Systems Engineer,27589,USD,EN,Full-time,Canada,M,United States,0,"R, SQL, Kubernetes, Statistics, Mathematics",Bachelor,3,Technology,2024-02-28,2024-03-23,2165,4.1,Cognitive Computing
AI01750,ML Ops Engineer,86381,USD,MI,Full-time,Sweden,L,France,0,"Tableau, Statistics, Git, AWS",Bachelor,18,Consulting,2024-11-08,2024-12-13,1722,4.2,Digital Transformation LLC
AI01751,Data Scientist,195197,GBP,SE,Full-time,France,L,China,0,"SQL, AWS, Scala, Deep Learning, TensorFlow",Master,5,Energy,2024-06-12,2024-07-20,2158,4.4,Autonomous Tech
AI01752,Computer Vision Engineer,42909,USD,EN,Freelance,United Kingdom,M,Ireland,100,"Kubernetes, Azure, SQL, AWS",Associate,16,Healthcare,2024-07-22,2024-09-12,1331,4.0,TechCorp Inc
AI01753,Deep Learning Engineer,29529,USD,EN,Full-time,Germany,S,India,50,"Hadoop, Python, Computer Vision, TensorFlow, GCP",Master,9,Technology,2025-02-17,2025-04-10,1390,5.0,Algorithmic Solutions
AI01754,Autonomous Systems Engineer,208257,EUR,SE,Full-time,United States,L,Singapore,100,"TensorFlow, Hadoop, Mathematics, GCP",PhD,11,Transportation,2025-01-07,2025-02-05,901,4.9,Digital Transformation LLC
