job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI03343,AI Software Engineer,27877,USD,EN,Full-time,Ireland,S,Ireland,0,"SQL, Kubernetes, Data Visualization, Statistics",Associate,17,Media,2024-02-01,2024-03-24,1191,4.9,Future Systems
AI03344,NLP Engineer,42088,GBP,EN,Full-time,United Kingdom,S,Netherlands,0,"NLP, Spark, Scala, Git",Associate,1,Retail,2024-02-20,2024-03-12,1403,7.4,DeepTech Ventures
AI03345,Data Engineer,50420,EUR,MI,Full-time,France,M,France,0,"Linux, Tableau, PyTorch, GCP",Bachelor,19,Consulting,2024-03-10,2024-05-01,2462,3.4,DeepTech Ventures
AI03346,Machine Learning Engineer,37549,USD,EN,Freelance,India,M,India,0,"PyTorch, Java, Mathematics",Master,0,Consulting,2024-09-21,2024-10-28,1083,8.2,Predictive Systems
AI03347,NLP Engineer,26133,GBP,EN,Full-time,United Kingdom,S,Norway,100,"Linux, Statistics, Data Visualization, R, NLP",PhD,19,Automotive,2025-04-29,2025-05-15,2301,9.1,Predictive Systems
AI03348,Data Scientist,196396,USD,EX,Full-time,Norway,L,Denmark,0,"SQL, Hadoop, Python",PhD,8,Finance,2024-12-16,2025-02-20,2221,7.0,Digital Transformation LLC
AI03349,Autonomous Systems Engineer,53022,GBP,MI,Full-time,United Kingdom,L,United Kingdom,0,"Python, R, Scala, Deep Learning",Master,17,Retail,2024-10-14,2024-11-24,1636,4.9,AI Innovations
AI03350,AI Software Engineer,36047,USD,EN,Contract,Ireland,M,Ireland,100,"R, SQL, Kubernetes, Java, Hadoop",Bachelor,4,Retail,2025-01-26,2025-04-06,2462,6.1,TechCorp Inc
AI03351,AI Specialist,32327,EUR,EN,Full-time,Netherlands,L,Netherlands,100,"MLOps, Scala, AWS, Kubernetes, Docker",Bachelor,16,Government,2024-04-28,2024-06-08,2424,7.0,Future Systems
AI03352,ML Ops Engineer,45260,EUR,EN,Full-time,France,M,Germany,0,"Linux, Spark, PyTorch, SQL",Bachelor,5,Consulting,2024-06-30,2024-07-21,1384,7.7,Digital Transformation LLC
AI03353,ML Ops Engineer,45407,USD,EN,Full-time,Finland,L,Finland,0,"GCP, Java, PyTorch",PhD,10,Retail,2024-09-06,2024-10-26,523,8.8,Algorithmic Solutions
AI03354,Machine Learning Engineer,88843,USD,MI,Contract,Austria,M,Austria,50,"R, SQL, MLOps, Kubernetes",PhD,15,Retail,2025-04-27,2025-07-05,2129,5.9,Predictive Systems
AI03355,Machine Learning Researcher,66210,USD,MI,Full-time,India,M,Norway,0,"PyTorch, Azure, GCP, Docker",Associate,4,Media,2024-08-17,2024-10-05,2185,4.2,Neural Networks Co
AI03356,ML Ops Engineer,32450,GBP,EN,Contract,United Kingdom,M,United Kingdom,0,"Linux, Python, Data Visualization, Scala",Master,1,Media,2024-03-01,2024-05-03,2031,6.0,Algorithmic Solutions
AI03357,Data Engineer,36246,USD,EN,Full-time,Japan,L,Japan,0,"PyTorch, Computer Vision, Statistics, Hadoop",Bachelor,1,Automotive,2024-07-26,2024-09-19,2199,6.3,Digital Transformation LLC
AI03358,Principal Data Scientist,31238,GBP,EN,Full-time,United Kingdom,L,United Kingdom,100,"Hadoop, Docker, Mathematics, Computer Vision, Python",PhD,1,Healthcare,2025-04-03,2025-05-09,2472,6.4,Cognitive Computing
AI03359,Data Engineer,43794,USD,EN,Contract,China,L,Ireland,0,"Python, SQL, MLOps, Scala, Statistics",Bachelor,7,Technology,2024-09-11,2024-10-18,2153,7.1,Neural Networks Co
AI03360,Autonomous Systems Engineer,34954,USD,EN,Full-time,Denmark,L,Denmark,0,"Data Visualization, Scala, PyTorch, Docker, Hadoop",PhD,12,Manufacturing,2024-12-20,2025-02-01,820,7.0,Cloud AI Solutions
AI03361,Data Scientist,27071,USD,EN,Part-time,Israel,L,Israel,0,"AWS, Python, Tableau, Azure",Bachelor,1,Retail,2025-01-10,2025-03-11,1415,7.1,Cloud AI Solutions
AI03362,Machine Learning Researcher,25995,USD,EN,Contract,Finland,L,Finland,100,"NLP, PyTorch, Tableau, Mathematics",Associate,5,Retail,2024-05-05,2024-05-31,1755,6.6,Autonomous Tech
AI03363,Machine Learning Researcher,82943,USD,MI,Freelance,Austria,L,France,100,"Python, TensorFlow, Data Visualization",Master,11,Telecommunications,2024-02-18,2024-04-03,2238,6.0,DeepTech Ventures
AI03364,Deep Learning Engineer,74469,USD,MI,Full-time,Ireland,L,Ireland,0,"Scala, GCP, PyTorch",Bachelor,19,Media,2025-04-22,2025-05-09,1928,9.3,DeepTech Ventures
AI03365,NLP Engineer,147388,USD,EX,Freelance,Sweden,S,Sweden,100,"Java, GCP, Spark, PyTorch, NLP",Associate,7,Retail,2024-07-10,2024-08-29,2148,7.5,Algorithmic Solutions
AI03366,Machine Learning Researcher,117475,USD,SE,Full-time,India,S,India,0,"Git, Linux, PyTorch",PhD,2,Telecommunications,2024-02-18,2024-04-18,988,8.1,Machine Intelligence Group
AI03367,Machine Learning Engineer,48163,USD,EN,Full-time,Finland,L,Finland,100,"Python, SQL, NLP",Bachelor,7,Automotive,2024-08-12,2024-10-16,1164,4.5,AI Innovations
AI03368,NLP Engineer,60774,USD,MI,Freelance,Singapore,M,Singapore,100,"PyTorch, Kubernetes, Statistics",Associate,8,Automotive,2024-01-08,2024-03-19,952,6.4,Cloud AI Solutions
AI03369,Machine Learning Researcher,38585,EUR,EN,Full-time,Germany,L,Germany,0,"Kubernetes, Data Visualization, SQL, Computer Vision",Master,8,Consulting,2024-10-09,2024-11-07,1009,3.7,TechCorp Inc
AI03370,Computer Vision Engineer,81150,USD,MI,Contract,China,L,France,100,"Mathematics, Tableau, AWS, Scala",Bachelor,1,Media,2024-04-23,2024-06-11,1283,10.0,Digital Transformation LLC
AI03371,Robotics Engineer,44297,USD,EN,Full-time,United States,M,United States,100,"TensorFlow, R, Mathematics",Associate,13,Government,2025-03-31,2025-06-12,1486,6.6,Predictive Systems
AI03372,Principal Data Scientist,27178,USD,EN,Full-time,Japan,S,France,100,"Computer Vision, Spark, Python, Scala, Hadoop",Bachelor,0,Automotive,2025-04-19,2025-05-17,531,4.4,Machine Intelligence Group
AI03373,Autonomous Systems Engineer,31008,EUR,EN,Full-time,France,L,France,100,"PyTorch, SQL, Data Visualization",Associate,19,Retail,2024-09-14,2024-11-07,1041,8.2,Predictive Systems
AI03374,Autonomous Systems Engineer,89163,USD,MI,Part-time,Ireland,S,Ireland,0,"R, GCP, SQL, Mathematics, Hadoop",PhD,8,Technology,2024-11-29,2024-12-27,1680,8.1,Future Systems
AI03375,NLP Engineer,79785,USD,MI,Full-time,Finland,M,Netherlands,100,"Kubernetes, Scala, MLOps",Master,3,Energy,2025-01-26,2025-03-04,1782,7.2,DeepTech Ventures
AI03376,NLP Engineer,44751,USD,EN,Full-time,Singapore,S,Singapore,0,"Git, GCP, Python, Scala",Master,9,Technology,2024-02-17,2024-03-25,2146,6.2,Advanced Robotics
AI03377,Data Scientist,71163,USD,MI,Freelance,Australia,S,Australia,0,"Python, TensorFlow, Scala",Master,0,Consulting,2025-01-11,2025-02-17,966,5.7,AI Innovations
AI03378,Deep Learning Engineer,28752,USD,EN,Full-time,Sweden,M,Sweden,100,"Scala, AWS, MLOps, Python, Tableau",PhD,1,Education,2024-11-13,2024-12-03,2241,5.1,Future Systems
AI03379,AI Architect,113619,USD,SE,Full-time,India,S,India,0,"Python, SQL, Linux, Java",PhD,2,Energy,2024-01-11,2024-02-12,864,6.8,Advanced Robotics
AI03380,Data Analyst,50223,USD,MI,Full-time,Austria,M,Austria,0,"Kubernetes, Data Visualization, Spark, Scala",PhD,9,Education,2024-05-17,2024-06-18,1149,3.3,Advanced Robotics
AI03381,AI Consultant,43248,USD,EN,Contract,Singapore,L,Israel,0,"Hadoop, TensorFlow, Java",Master,0,Healthcare,2024-06-06,2024-07-17,1247,6.4,Quantum Computing Inc
AI03382,Principal Data Scientist,59215,EUR,MI,Freelance,Netherlands,M,Netherlands,100,"Python, Git, SQL, Spark",PhD,3,Real Estate,2025-02-21,2025-04-12,1339,10.0,Smart Analytics
AI03383,Machine Learning Researcher,112033,USD,SE,Freelance,Israel,L,Israel,100,"Python, TensorFlow, Tableau",PhD,9,Manufacturing,2024-01-01,2024-03-13,2219,7.4,Digital Transformation LLC
AI03384,Robotics Engineer,36769,USD,EN,Full-time,Singapore,M,United States,0,"Python, Scala, Git",PhD,1,Consulting,2024-04-22,2024-06-27,2234,8.3,AI Innovations
AI03385,Machine Learning Engineer,88953,USD,MI,Full-time,India,L,India,0,"PyTorch, MLOps, Azure",Master,1,Transportation,2024-11-03,2024-11-25,530,10.0,Autonomous Tech
AI03386,Data Scientist,27698,USD,EN,Freelance,Israel,S,China,0,"Java, Kubernetes, Linux, Statistics, Mathematics",Master,0,Telecommunications,2024-05-15,2024-07-14,762,3.2,Cloud AI Solutions
AI03387,AI Consultant,35789,USD,EN,Full-time,Japan,M,Singapore,100,"R, NLP, Python",Bachelor,6,Real Estate,2024-11-02,2024-11-19,2499,5.7,Algorithmic Solutions
AI03388,NLP Engineer,46755,USD,EN,Full-time,Austria,S,Israel,0,"Hadoop, Python, TensorFlow, AWS",Bachelor,0,Manufacturing,2024-06-05,2024-07-07,1314,7.1,Cloud AI Solutions
AI03389,Data Analyst,48993,USD,EN,Full-time,Canada,S,United Kingdom,0,"GCP, Tableau, PyTorch",Bachelor,9,Technology,2024-10-28,2024-12-26,919,6.8,DataVision Ltd
AI03390,Data Scientist,40712,USD,EN,Full-time,Sweden,S,India,0,"R, SQL, Data Visualization",Bachelor,3,Government,2024-12-20,2025-02-09,2223,8.9,Advanced Robotics
AI03391,AI Software Engineer,33153,USD,EN,Freelance,Israel,S,Israel,100,"Data Visualization, Computer Vision, Kubernetes, NLP",Associate,1,Finance,2024-12-05,2025-02-01,1337,4.8,Machine Intelligence Group
AI03392,Machine Learning Researcher,44975,USD,EN,Contract,India,L,India,0,"Spark, R, Python",Master,6,Education,2024-02-24,2024-03-29,2399,6.4,TechCorp Inc
AI03393,AI Product Manager,31141,USD,EN,Full-time,Austria,S,Singapore,100,"Deep Learning, NLP, Data Visualization",PhD,3,Media,2024-07-05,2024-08-23,878,6.1,Future Systems
AI03394,Deep Learning Engineer,134947,EUR,SE,Full-time,Germany,S,Germany,100,"Git, Mathematics, R, AWS",Master,5,Manufacturing,2024-10-14,2024-12-07,1783,7.1,Autonomous Tech
AI03395,Principal Data Scientist,94573,EUR,SE,Full-time,Germany,L,Germany,0,"Hadoop, Kubernetes, R, Mathematics, TensorFlow",Associate,0,Media,2024-11-29,2024-12-26,2400,6.9,TechCorp Inc
AI03396,AI Research Scientist,30622,USD,EN,Freelance,Denmark,S,United Kingdom,100,"R, TensorFlow, NLP, GCP",Associate,0,Finance,2024-12-25,2025-01-31,1562,5.3,Smart Analytics
AI03397,Data Analyst,40430,GBP,EN,Full-time,United Kingdom,S,Ireland,100,"Azure, AWS, Mathematics, Data Visualization",Master,7,Manufacturing,2024-03-19,2024-05-29,1284,2.7,Future Systems
AI03398,Computer Vision Engineer,80609,GBP,MI,Full-time,United Kingdom,M,United Kingdom,0,"GCP, R, Data Visualization, NLP, Git",PhD,6,Manufacturing,2024-05-22,2024-08-02,1358,7.0,Cognitive Computing
AI03399,Machine Learning Engineer,49214,USD,EN,Part-time,Norway,S,Norway,100,"Python, Hadoop, Git, Scala",PhD,0,Telecommunications,2025-03-20,2025-04-23,1636,8.3,TechCorp Inc
AI03400,Head of AI,39688,EUR,EN,Part-time,France,L,France,100,"Linux, Docker, NLP",Master,0,Real Estate,2024-07-17,2024-09-22,605,7.2,Advanced Robotics
AI03401,AI Research Scientist,40858,EUR,EN,Full-time,France,L,Australia,50,"Java, Scala, MLOps, TensorFlow",PhD,7,Transportation,2025-03-23,2025-04-27,1234,7.8,AI Innovations
AI03402,Computer Vision Engineer,134410,EUR,SE,Contract,France,M,France,100,"Tableau, SQL, Data Visualization, Linux",Master,2,Retail,2024-02-29,2024-04-14,1034,9.5,TechCorp Inc
AI03403,AI Architect,133161,USD,SE,Contract,Switzerland,L,India,50,"Python, Spark, Docker",Master,14,Government,2024-07-26,2024-09-05,1018,6.4,Quantum Computing Inc
AI03404,AI Software Engineer,45387,USD,EN,Part-time,Denmark,L,Denmark,0,"Git, Linux, SQL, Computer Vision",PhD,4,Real Estate,2024-04-17,2024-05-09,2190,5.6,Cognitive Computing
AI03405,Data Scientist,31350,USD,EN,Contract,Sweden,M,Sweden,100,"TensorFlow, Tableau, NLP, Scala",PhD,6,Healthcare,2024-05-03,2024-05-30,2155,7.2,DeepTech Ventures
AI03406,Data Engineer,29752,USD,EN,Freelance,Australia,L,Australia,100,"Spark, Linux, MLOps, Mathematics",Bachelor,0,Manufacturing,2024-08-28,2024-10-21,1109,8.4,TechCorp Inc
AI03407,Data Engineer,26740,USD,EN,Contract,Canada,L,Canada,0,"Mathematics, GCP, Computer Vision",Bachelor,11,Retail,2024-04-04,2024-05-01,1400,3.0,Quantum Computing Inc
AI03408,Principal Data Scientist,103589,USD,SE,Freelance,Austria,M,Austria,0,"MLOps, R, Git, SQL, Docker",Associate,15,Healthcare,2024-03-18,2024-05-20,1867,5.3,DeepTech Ventures
AI03409,Autonomous Systems Engineer,85803,USD,MI,Full-time,China,S,China,0,"Spark, Data Visualization, Statistics",Bachelor,15,Real Estate,2024-01-26,2024-03-17,2174,7.6,Algorithmic Solutions
AI03410,Data Analyst,46638,USD,EN,Full-time,Ireland,S,Ireland,100,"Scala, MLOps, PyTorch, NLP, Data Visualization",Bachelor,13,Telecommunications,2024-07-01,2024-08-21,912,6.4,Machine Intelligence Group
AI03411,Data Engineer,41625,USD,EN,Full-time,Canada,M,Netherlands,100,"Deep Learning, PyTorch, Docker, Hadoop",Master,3,Technology,2025-02-08,2025-04-01,2102,5.0,Advanced Robotics
AI03412,Computer Vision Engineer,57996,USD,MI,Full-time,Australia,S,Australia,0,"Scala, Azure, R, Computer Vision",PhD,0,Government,2025-03-11,2025-04-17,1670,5.3,AI Innovations
AI03413,AI Software Engineer,88609,USD,MI,Contract,Australia,L,Australia,0,"Python, Deep Learning, TensorFlow, Mathematics",Bachelor,4,Transportation,2024-03-31,2024-05-20,1760,5.6,Autonomous Tech
AI03414,AI Architect,88030,USD,MI,Full-time,Austria,L,Austria,100,"Python, TensorFlow, Kubernetes",PhD,7,Government,2024-10-06,2024-11-21,1868,8.8,Future Systems
AI03415,Head of AI,125619,USD,SE,Freelance,China,M,China,100,"Tableau, Kubernetes, SQL, GCP, Statistics",PhD,8,Energy,2024-08-16,2024-09-02,2106,5.9,Autonomous Tech
AI03416,AI Specialist,67492,USD,MI,Full-time,Israel,S,Israel,100,"Computer Vision, PyTorch, Linux, R",Bachelor,17,Retail,2024-09-17,2024-10-23,1141,6.3,AI Innovations
AI03417,Machine Learning Engineer,34572,EUR,EN,Full-time,France,S,Canada,0,"Python, Statistics, Computer Vision",PhD,7,Telecommunications,2024-10-31,2024-12-27,945,6.4,Cloud AI Solutions
AI03418,Data Engineer,161877,GBP,EX,Freelance,United Kingdom,S,United Kingdom,0,"Linux, Kubernetes, SQL, Azure, Scala",Master,1,Consulting,2024-02-07,2024-03-28,1519,6.7,Machine Intelligence Group
AI03419,Machine Learning Engineer,63196,USD,MI,Contract,Canada,L,Austria,50,"Computer Vision, Kubernetes, Linux",PhD,2,Technology,2024-06-07,2024-08-01,559,4.5,Predictive Systems
AI03420,Machine Learning Researcher,127439,USD,SE,Freelance,South Korea,L,South Korea,0,"MLOps, Scala, Hadoop",Bachelor,3,Finance,2024-11-20,2025-01-14,918,8.5,DataVision Ltd
AI03421,Principal Data Scientist,96271,USD,SE,Full-time,Sweden,S,Singapore,100,"Computer Vision, Python, Scala, Hadoop, SQL",Associate,4,Energy,2024-03-21,2024-04-17,660,6.2,Neural Networks Co
AI03422,Research Scientist,32091,USD,EN,Full-time,Austria,M,Switzerland,100,"Hadoop, SQL, Mathematics, Data Visualization, Git",Master,19,Automotive,2025-04-27,2025-05-25,1113,8.5,Neural Networks Co
AI03423,NLP Engineer,113396,USD,SE,Full-time,Israel,S,Sweden,100,"SQL, Java, Data Visualization, Deep Learning, Azure",PhD,16,Energy,2024-06-27,2024-07-30,2337,6.1,TechCorp Inc
AI03424,Head of AI,36884,USD,EN,Full-time,Israel,L,Israel,100,"Docker, Python, NLP, Git",Bachelor,11,Healthcare,2025-02-06,2025-03-19,694,6.3,Future Systems
AI03425,Deep Learning Engineer,45185,GBP,EN,Full-time,United Kingdom,M,United Kingdom,0,"Spark, Linux, Data Visualization, GCP",Bachelor,2,Consulting,2024-09-01,2024-11-07,2336,5.8,Autonomous Tech
AI03426,AI Software Engineer,25212,EUR,EN,Full-time,France,M,France,0,"Deep Learning, Python, Linux, Git",Master,2,Manufacturing,2024-09-21,2024-11-08,1987,7.5,TechCorp Inc
AI03427,AI Consultant,36732,USD,EN,Full-time,Finland,L,Finland,0,"Tableau, Python, TensorFlow, Linux, AWS",Bachelor,4,Education,2024-10-28,2025-01-04,848,7.7,Cognitive Computing
AI03428,ML Ops Engineer,67174,EUR,MI,Part-time,Netherlands,M,France,100,"Mathematics, Azure, Java, Scala, SQL",PhD,8,Healthcare,2024-09-16,2024-10-14,1299,6.8,Future Systems
AI03429,AI Software Engineer,42957,USD,EN,Part-time,United States,S,United States,0,"Linux, Java, Kubernetes, Mathematics, PyTorch",Bachelor,5,Energy,2024-03-28,2024-04-19,996,7.6,Quantum Computing Inc
AI03430,Computer Vision Engineer,30771,USD,EN,Freelance,Sweden,M,Sweden,0,"PyTorch, Deep Learning, Scala, Java, Git",Master,3,Energy,2025-02-12,2025-04-04,1845,2.6,Predictive Systems
AI03431,Research Scientist,80001,USD,MI,Full-time,Austria,S,South Korea,100,"R, NLP, Git, Scala",Master,9,Retail,2025-02-13,2025-03-30,2211,4.0,Algorithmic Solutions
AI03432,Data Analyst,78215,USD,MI,Full-time,Switzerland,S,Switzerland,0,"Java, Git, Kubernetes",PhD,9,Finance,2024-06-02,2024-07-06,502,5.2,Cloud AI Solutions
AI03433,Computer Vision Engineer,45188,USD,EN,Full-time,South Korea,M,South Korea,100,"Linux, GCP, Java, Scala, Python",Associate,16,Transportation,2024-10-13,2024-11-29,606,9.5,Smart Analytics
AI03434,AI Software Engineer,42937,USD,EN,Full-time,Switzerland,S,Japan,100,"GCP, R, PyTorch, Deep Learning, Mathematics",Bachelor,10,Technology,2024-05-30,2024-06-25,569,6.3,Machine Intelligence Group
AI03435,Computer Vision Engineer,43839,EUR,EN,Full-time,Germany,S,Germany,100,"Tableau, Scala, Java, NLP",Bachelor,1,Education,2024-07-05,2024-09-03,745,5.8,Cognitive Computing
AI03436,AI Software Engineer,38483,EUR,EN,Full-time,France,M,France,100,"PyTorch, Java, Deep Learning",Associate,2,Healthcare,2024-04-28,2024-06-22,1055,5.7,Quantum Computing Inc
AI03437,Autonomous Systems Engineer,27212,USD,EN,Freelance,Canada,S,China,0,"SQL, Statistics, TensorFlow, Hadoop, Deep Learning",Associate,17,Manufacturing,2025-04-13,2025-06-05,1333,7.9,Machine Intelligence Group
AI03438,ML Ops Engineer,41001,USD,EN,Full-time,Sweden,M,Sweden,0,"Java, Linux, MLOps, Git, R",PhD,3,Energy,2024-09-28,2024-11-04,926,3.8,Digital Transformation LLC
AI03439,Deep Learning Engineer,49267,USD,EN,Full-time,Australia,S,Australia,100,"PyTorch, Spark, Azure, GCP",PhD,5,Real Estate,2024-09-29,2024-11-08,2429,8.6,Smart Analytics
AI03440,AI Consultant,59582,GBP,MI,Part-time,United Kingdom,M,United Kingdom,100,"Scala, Statistics, Python, Deep Learning",PhD,0,Manufacturing,2024-03-17,2024-05-10,881,4.2,Digital Transformation LLC
AI03441,AI Research Scientist,52568,USD,MI,Full-time,India,M,India,100,"MLOps, Python, Mathematics, Computer Vision, Docker",PhD,0,Government,2024-07-24,2024-09-17,1650,9.4,Algorithmic Solutions
AI03442,Principal Data Scientist,35713,USD,EN,Contract,Japan,S,Japan,0,"Kubernetes, Python, Java",Bachelor,12,Real Estate,2024-06-25,2024-08-25,1644,5.6,Machine Intelligence Group
AI03443,ML Ops Engineer,87074,USD,MI,Contract,Denmark,M,Denmark,100,"R, Scala, AWS, SQL",Associate,12,Education,2024-04-20,2024-05-29,689,5.2,Quantum Computing Inc
AI03444,Machine Learning Engineer,26643,USD,EN,Full-time,Austria,M,Austria,100,"Linux, R, Data Visualization, Tableau, Scala",Bachelor,8,Media,2024-02-27,2024-03-23,1607,9.4,Predictive Systems
AI03445,Data Engineer,124264,EUR,SE,Full-time,France,M,Netherlands,100,"Scala, GCP, Linux, Azure, Mathematics",Associate,13,Energy,2024-04-28,2024-07-01,752,6.6,Machine Intelligence Group
AI03446,Machine Learning Researcher,40895,USD,EN,Freelance,South Korea,L,South Korea,0,"Mathematics, R, Kubernetes, GCP, Statistics",Master,5,Energy,2025-03-14,2025-04-11,1415,9.7,Algorithmic Solutions
AI03447,AI Software Engineer,28573,EUR,EN,Full-time,Germany,S,Netherlands,100,"Kubernetes, SQL, Hadoop, Scala",PhD,10,Healthcare,2024-04-05,2024-05-07,1473,4.5,Smart Analytics
AI03448,Principal Data Scientist,85425,USD,MI,Freelance,Denmark,S,Sweden,100,"Scala, Docker, Data Visualization, Kubernetes",Master,2,Finance,2024-05-30,2024-08-10,1704,4.2,Machine Intelligence Group
AI03449,Robotics Engineer,62196,USD,MI,Full-time,Canada,M,Canada,100,"SQL, TensorFlow, Deep Learning, Git",Master,18,Transportation,2024-04-30,2024-06-26,1232,8.0,Autonomous Tech
AI03450,AI Architect,34972,USD,EN,Full-time,Austria,S,Austria,100,"Spark, AWS, Linux, Tableau, Statistics",Master,3,Government,2025-04-09,2025-06-13,1426,5.1,AI Innovations
AI03451,AI Product Manager,50388,USD,MI,Freelance,Singapore,L,Singapore,100,"TensorFlow, Azure, Computer Vision",PhD,3,Automotive,2024-05-23,2024-06-27,1640,8.1,Algorithmic Solutions
AI03452,AI Architect,143262,USD,EX,Full-time,Sweden,S,Sweden,100,"Spark, PyTorch, TensorFlow, Kubernetes, Hadoop",PhD,3,Real Estate,2024-07-05,2024-07-31,2180,4.4,Neural Networks Co
AI03453,Machine Learning Researcher,45620,USD,EN,Full-time,Norway,S,Norway,100,"Python, Statistics, MLOps",PhD,7,Transportation,2024-12-14,2024-12-31,1253,7.1,Cognitive Computing
AI03454,Principal Data Scientist,59022,USD,MI,Full-time,Switzerland,S,Switzerland,0,"MLOps, Hadoop, Python, R",Associate,4,Telecommunications,2024-10-23,2025-01-02,927,8.5,Autonomous Tech
AI03455,Autonomous Systems Engineer,129969,USD,SE,Full-time,Australia,S,Australia,0,"Spark, Azure, PyTorch, Scala",Associate,7,Media,2025-04-18,2025-06-19,1387,7.3,Cognitive Computing
AI03456,AI Product Manager,29575,USD,EN,Contract,Switzerland,M,Switzerland,100,"Git, Deep Learning, NLP, Scala",Master,15,Energy,2025-01-27,2025-03-20,968,7.5,Autonomous Tech
AI03457,Head of AI,84091,USD,MI,Freelance,India,S,India,100,"Scala, SQL, Docker, GCP",Bachelor,1,Retail,2025-02-14,2025-03-16,823,7.3,DataVision Ltd
AI03458,Data Engineer,42717,USD,EN,Full-time,India,S,Singapore,100,"SQL, Scala, Java",Associate,16,Education,2024-04-09,2024-05-28,2157,7.6,Autonomous Tech
AI03459,Data Engineer,68766,USD,MI,Full-time,Switzerland,S,Switzerland,100,"Java, Python, Computer Vision",PhD,1,Consulting,2025-01-29,2025-03-17,1492,5.7,Future Systems
AI03460,Machine Learning Engineer,32482,USD,EN,Full-time,Norway,M,Ireland,0,"Hadoop, TensorFlow, MLOps, Computer Vision, Spark",PhD,8,Government,2024-11-08,2024-12-09,2182,7.4,Smart Analytics
AI03461,Machine Learning Researcher,90497,GBP,SE,Contract,United Kingdom,L,Japan,0,"Azure, R, AWS, Docker",Associate,19,Healthcare,2024-11-22,2025-01-20,2005,6.5,Autonomous Tech
AI03462,Data Analyst,30467,EUR,EN,Full-time,France,S,France,100,"Docker, Mathematics, SQL",Master,0,Manufacturing,2024-10-14,2024-12-03,1791,3.8,Advanced Robotics
AI03463,AI Product Manager,195935,USD,EX,Freelance,Switzerland,M,Switzerland,0,"PyTorch, Data Visualization, TensorFlow, Python",Bachelor,1,Consulting,2024-03-31,2024-05-31,780,8.2,Cloud AI Solutions
AI03464,Data Engineer,38150,USD,EN,Full-time,United States,S,United States,100,"AWS, Mathematics, Scala",PhD,1,Media,2024-05-27,2024-07-16,1963,8.7,TechCorp Inc
AI03465,NLP Engineer,40849,USD,EN,Full-time,Austria,S,Austria,100,"Scala, Java, Data Visualization",Associate,2,Retail,2024-08-30,2024-10-19,2238,5.6,Smart Analytics
AI03466,Robotics Engineer,77699,USD,MI,Full-time,Denmark,M,Denmark,0,"Tableau, R, Java, GCP, Data Visualization",PhD,2,Media,2025-04-26,2025-05-31,1279,6.5,Algorithmic Solutions
AI03467,Head of AI,31297,USD,EN,Full-time,Canada,S,Australia,0,"Linux, Mathematics, Docker",Bachelor,4,Energy,2024-11-22,2025-01-14,964,7.4,DeepTech Ventures
AI03468,ML Ops Engineer,42152,USD,EN,Full-time,South Korea,S,South Korea,0,"Python, TensorFlow, MLOps, NLP",Bachelor,6,Real Estate,2024-07-29,2024-09-13,1733,7.5,Cloud AI Solutions
AI03469,Machine Learning Engineer,49249,USD,EN,Freelance,Ireland,M,Ireland,0,"R, SQL, NLP",Associate,11,Retail,2024-06-07,2024-06-26,1557,4.9,AI Innovations
AI03470,Research Scientist,56218,USD,MI,Contract,Finland,S,Finland,0,"TensorFlow, R, MLOps, PyTorch",PhD,1,Consulting,2024-02-24,2024-03-15,2476,8.2,DeepTech Ventures
AI03471,AI Software Engineer,49808,USD,EN,Contract,Finland,L,Finland,100,"Computer Vision, SQL, Python",PhD,16,Media,2025-01-07,2025-03-14,1292,3.1,Predictive Systems
AI03472,AI Consultant,83095,USD,MI,Full-time,Finland,L,Finland,50,"Python, Data Visualization, SQL, Statistics, Hadoop",Associate,7,Government,2024-04-22,2024-06-11,1464,4.9,Autonomous Tech
AI03473,AI Product Manager,192030,USD,EX,Full-time,Israel,M,Israel,50,"Linux, Java, Deep Learning, PyTorch, Hadoop",Master,12,Transportation,2024-07-17,2024-09-09,1134,8.2,DeepTech Ventures
AI03474,Machine Learning Researcher,119130,USD,SE,Freelance,United States,L,United States,100,"GCP, MLOps, Statistics, SQL",Bachelor,4,Government,2024-09-11,2024-10-06,1900,7.0,Algorithmic Solutions
AI03475,Data Engineer,30715,USD,EN,Contract,Austria,M,Austria,100,"Git, Python, NLP",PhD,0,Consulting,2024-02-17,2024-04-05,1965,6.0,AI Innovations
AI03476,AI Consultant,40259,EUR,EN,Freelance,France,L,Singapore,0,"Hadoop, Git, Computer Vision, SQL, Spark",Master,14,Retail,2025-01-18,2025-02-19,2443,6.1,Smart Analytics
AI03477,Machine Learning Engineer,38030,USD,EN,Freelance,Finland,M,United States,0,"AWS, Git, MLOps",Associate,9,Real Estate,2024-12-30,2025-02-08,676,6.8,DataVision Ltd
AI03478,Data Engineer,82397,EUR,MI,Full-time,Netherlands,L,Netherlands,100,"Kubernetes, Spark, Deep Learning, Scala, Azure",Bachelor,3,Media,2024-10-09,2024-12-03,2010,4.7,AI Innovations
AI03479,AI Consultant,27701,USD,EN,Freelance,Singapore,S,Singapore,100,"Data Visualization, TensorFlow, R, Deep Learning, Kubernetes",Associate,4,Retail,2024-07-03,2024-09-11,1182,7.5,Machine Intelligence Group
